locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_001601	Protein Homology	CDS	116886	118429		-	0	ID=cds-pgaptmp_001601;Parent=gene-pgaptmp_001601;Note=frameshifted;Ontology_term=GO:0006113,GO:0008814,GO:0008815,GO:0009346;gbkey=CDS;gene=citF;go_component=ATP-independent citrate lyase complex|0009346||IEA;go_function=citrate CoA-transferase activity|0008814||IEA,citrate (pro-3S)-lyase activity|0008815||IEA;go_process=fermentation|0006113||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004462096.1;locus_tag=pgaptmp_001601;product=citrate lyase subunit alpha;pseudo=true;transl_table=11	citrate lyase subunit alpha	742741.HMPREF9475_01547	4.53E-226	631	COG3051@1|root,COG3051@2|Bacteria,1TPN3@1239|Firmicutes,247QD@186801|Clostridia,21Y5Y@1506553|Lachnoclostridium	186801|Clostridia	C	Citrate lyase, alpha subunit (CitF)	citF_2		2.8.3.10	ko:K01643	ko02020,map02020		R00362	RC00067,RC01118	ko00000,ko00001,ko01000				CitF							
pgaptmp_001602	Protein Homology	CDS	118680	119612		+	0	ID=cds-pgaptmp_001602;Parent=gene-pgaptmp_001602;Name=extdb:pgaptmp_001602;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507745.1;locus_tag=pgaptmp_001602;product=LysR family transcriptional regulator;protein_id=extdb:pgaptmp_001602;transl_table=11	LysR family transcriptional regulator	742741.HMPREF9475_01548	1.32E-219	606	COG0583@1|root,COG0583@2|Bacteria,1UZH9@1239|Firmicutes,24E8Z@186801|Clostridia,223WX@1506553|Lachnoclostridium	186801|Clostridia	K	LysR substrate binding domain													HTH_1,LysR_substrate							
pgaptmp_001603	Protein Homology	CDS	119639	121114		-	0	ID=cds-pgaptmp_001603;Parent=gene-pgaptmp_001603;Name=extdb:pgaptmp_001603;Ontology_term=GO:0006810,GO:0042597;gbkey=CDS;go_component=periplasmic space|0042597||IEA;go_process=transport|0006810||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507746.1;locus_tag=pgaptmp_001603;product=tripartite tricarboxylate transporter permease;protein_id=extdb:pgaptmp_001603;transl_table=11	tripartite tricarboxylate transporter permease	742741.HMPREF9475_01549	0	947	COG3333@1|root,COG3333@2|Bacteria,1TPE7@1239|Firmicutes,247UH@186801|Clostridia	186801|Clostridia	S	Psort location CytoplasmicMembrane, score													TctA	cc11824	TTT	TctA	tricarboxylate (TctA)	2.A.80	K07793	tctA; putative tricarboxylic transport membrane protein
pgaptmp_001604	Protein Homology	CDS	121127	121591		-	0	ID=cds-pgaptmp_001604;Parent=gene-pgaptmp_001604;Name=extdb:pgaptmp_001604;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507747.1;locus_tag=pgaptmp_001604;product=tripartite tricarboxylate transporter TctB family protein;protein_id=extdb:pgaptmp_001604;transl_table=11	tripartite tricarboxylate transporter TctB family protein	742741.HMPREF9475_01550	3.66E-92	271	28XHZ@1|root,2ZJFB@2|Bacteria	2|Bacteria	S	Tripartite tricarboxylate transporter TctB family													TctB						K07794	tctB; putative tricarboxylic transport membrane protein
pgaptmp_001605	Protein Homology	CDS	121726	122787		-	0	ID=cds-pgaptmp_001605;Parent=gene-pgaptmp_001605;Name=extdb:pgaptmp_001605;Ontology_term=GO:0042597;gbkey=CDS;go_component=periplasmic space|0042597||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298544.1;locus_tag=pgaptmp_001605;product=Bug family tripartite tricarboxylate transporter substrate binding protein;protein_id=extdb:pgaptmp_001605;transl_table=11	Bug family tripartite tricarboxylate transporter substrate binding protein	742741.HMPREF9475_01551	2.91E-247	679	COG3181@1|root,COG3181@2|Bacteria,1VC2C@1239|Firmicutes	1239|Firmicutes	E	Tripartite tricarboxylate transporter family receptor													TctC							
pgaptmp_001606	Protein Homology	CDS	123033	123332		+	0	ID=cds-pgaptmp_001606;Parent=gene-pgaptmp_001606;Name=extdb:pgaptmp_001606;Ontology_term=GO:0006113,GO:0008815,GO:0005737,GO:0009346;gbkey=CDS;gene=citD;go_component=cytoplasm|0005737||IEA,ATP-independent citrate lyase complex|0009346||IEA;go_function=citrate (pro-3S)-lyase activity|0008815||IEA;go_process=fermentation|0006113||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507749.1;locus_tag=pgaptmp_001606;product=citrate lyase acyl carrier protein;protein_id=extdb:pgaptmp_001606;transl_table=11	citrate lyase acyl carrier protein	742741.HMPREF9475_01552	2.84E-63	193	COG3052@1|root,COG3052@2|Bacteria,1VEZZ@1239|Firmicutes,24QMJ@186801|Clostridia,220TZ@1506553|Lachnoclostridium	186801|Clostridia	C	Covalent carrier of the coenzyme of citrate lyase	citD												ACP						K01646	citD; citrate lyase subunit gamma (acyl carrier protein)
pgaptmp_001607	Protein Homology	CDS	123329	124219		+	0	ID=cds-pgaptmp_001607;Parent=gene-pgaptmp_001607;Name=extdb:pgaptmp_001607;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298543.1;locus_tag=pgaptmp_001607;product=aldolase/citrate lyase family protein;protein_id=extdb:pgaptmp_001607;transl_table=11	aldolase/citrate lyase family protein	742741.HMPREF9475_01553	9.49E-206	570	COG2301@1|root,COG2301@2|Bacteria,1TPDY@1239|Firmicutes,24AIH@186801|Clostridia,21XSN@1506553|Lachnoclostridium	186801|Clostridia	G	C-C_Bond_Lyase of the TIM-Barrel fold	citE		4.1.3.34	ko:K01644	ko02020,map02020		R00362	RC00067,RC01118	ko00000,ko00001,ko01000				HpcH_HpaI						K01644	citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
pgaptmp_001608	Protein Homology	CDS	124313	125713		-	0	ID=cds-pgaptmp_001608;Parent=gene-pgaptmp_001608;Name=extdb:pgaptmp_001608;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507751.1;locus_tag=pgaptmp_001608;product=YfcC family protein;protein_id=extdb:pgaptmp_001608;transl_table=11	YfcC family protein	742741.HMPREF9475_01554	0	884	COG1288@1|root,COG1288@2|Bacteria,1TQJ0@1239|Firmicutes,248UK@186801|Clostridia,222GZ@1506553|Lachnoclostridium	186801|Clostridia	S	Short chain fatty acid transporter													DcuC	cc11824	DcuC		C4-dicarboxylate	2.A.61		
pgaptmp_001609	Protein Homology	CDS	125743	126924		-	0	ID=cds-pgaptmp_001609;Parent=gene-pgaptmp_001609;Name=extdb:pgaptmp_001609;Ontology_term=GO:0004180;gbkey=CDS;go_function=carboxypeptidase activity|0004180||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298541.1;locus_tag=pgaptmp_001609;product=amidohydrolase;protein_id=extdb:pgaptmp_001609;transl_table=11	amidohydrolase	742741.HMPREF9475_01555	1.46E-283	775	COG1473@1|root,COG1473@2|Bacteria,1TQ7B@1239|Firmicutes,2492H@186801|Clostridia,2206M@1506553|Lachnoclostridium	186801|Clostridia	S	Peptidase dimerisation domain													M20_dimer,Peptidase_M20							
pgaptmp_001610	Protein Homology	CDS	127333	129027		+	0	ID=cds-pgaptmp_001610;Parent=gene-pgaptmp_001610;Name=extdb:pgaptmp_001610;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298540.1;locus_tag=pgaptmp_001610;product=CvpA family protein;protein_id=extdb:pgaptmp_001610;transl_table=11	CvpA family protein	742741.HMPREF9475_01556	0	1100	2BW99@1|root,2Z7PD@2|Bacteria,1TQFA@1239|Firmicutes,249NB@186801|Clostridia,21XTP@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location CytoplasmicMembrane, score																				
pgaptmp_001611	Protein Homology	CDS	129344	130354		+	0	ID=cds-pgaptmp_001611;Parent=gene-pgaptmp_001611;Name=extdb:pgaptmp_001611;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298539.1;locus_tag=pgaptmp_001611;product=nucleoid-associated protein;protein_id=extdb:pgaptmp_001611;transl_table=11	nucleoid-associated protein	742741.HMPREF9475_01557	8.41E-236	649	COG3081@1|root,COG3081@2|Bacteria,1TSR5@1239|Firmicutes,25CG3@186801|Clostridia	186801|Clostridia	S	37-kD nucleoid-associated bacterial protein													NA37							
pgaptmp_001612	Protein Homology	CDS	130471	130911		+	0	ID=cds-pgaptmp_001612;Parent=gene-pgaptmp_001612;Name=extdb:pgaptmp_001612;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004462101.1;locus_tag=pgaptmp_001612;product=LytTR family DNA-binding domain-containing protein;protein_id=extdb:pgaptmp_001612;transl_table=11	LytTR family DNA-binding domain-containing protein	742741.HMPREF9475_01558	7.03E-93	272	COG3279@1|root,COG3279@2|Bacteria,1VEPW@1239|Firmicutes,24K2U@186801|Clostridia,2240E@1506553|Lachnoclostridium	186801|Clostridia	K	LytTr DNA-binding domain													LytTR							
pgaptmp_001613	Protein Homology	CDS	130933	131373		+	0	ID=cds-pgaptmp_001613;Parent=gene-pgaptmp_001613;Name=extdb:pgaptmp_001613;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507756.1;locus_tag=pgaptmp_001613;product=DUF3021 domain-containing protein;protein_id=extdb:pgaptmp_001613;transl_table=11	DUF3021 domain-containing protein	742741.HMPREF9475_01559	1.73E-102	296	2AH77@1|root,317H3@2|Bacteria,1V6I2@1239|Firmicutes	1239|Firmicutes	S	Protein of unknown function (DUF3021)													DUF3021							
pgaptmp_001614	Protein Homology	CDS	131423	132343		-	0	ID=cds-pgaptmp_001614;Parent=gene-pgaptmp_001614;Name=extdb:pgaptmp_001614;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507757.1;locus_tag=pgaptmp_001614;product=DMT family transporter;protein_id=extdb:pgaptmp_001614;transl_table=11	DMT family transporter	742741.HMPREF9475_01560	3.05E-207	574	COG0697@1|root,COG0697@2|Bacteria,1V05H@1239|Firmicutes,24C92@186801|Clostridia,22372@1506553|Lachnoclostridium	186801|Clostridia	EG	EamA-like transporter family													EamA	cc11824	DMT		drug/metabolite	2.A.7		
pgaptmp_001615	Protein Homology	CDS	132375	133187		-	0	ID=cds-pgaptmp_001615;Parent=gene-pgaptmp_001615;Name=extdb:pgaptmp_001615;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507758.1;locus_tag=pgaptmp_001615;product=hypothetical protein;protein_id=extdb:pgaptmp_001615;transl_table=11	hypothetical protein	742741.HMPREF9475_01561	9.44E-193	535	2B4WY@1|root,31XPQ@2|Bacteria,1V739@1239|Firmicutes,24IHF@186801|Clostridia,21YYF@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87																				
pgaptmp_001616	Protein Homology	CDS	133184	134407		-	0	ID=cds-pgaptmp_001616;Parent=gene-pgaptmp_001616;Name=extdb:pgaptmp_001616;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507759.1;locus_tag=pgaptmp_001616;product=DUF5716 family protein;protein_id=extdb:pgaptmp_001616;transl_table=11	DUF5716 family protein	742741.HMPREF9475_01562	2.5E-298	813	28MVQ@1|root,2ZB38@2|Bacteria,1UUTH@1239|Firmicutes,24AV8@186801|Clostridia,21Y91@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87																				
pgaptmp_001617	Protein Homology	CDS	134476	138057		-	0	ID=cds-pgaptmp_001617;Parent=gene-pgaptmp_001617;Name=extdb:pgaptmp_001617;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507763.1;locus_tag=pgaptmp_001617;product=DUF5717 family protein;protein_id=extdb:pgaptmp_001617;transl_table=11	DUF5717 family protein	742741.HMPREF9475_01563	0	2343	2C1EE@1|root,2Z86R@2|Bacteria,1TS39@1239|Firmicutes,24ABS@186801|Clostridia,21Y07@1506553|Lachnoclostridium	186801|Clostridia	S	Psort location Cytoplasmic, score	Rnd																			
pgaptmp_001618	Protein Homology	CDS	138772	138990		+	0	ID=cds-pgaptmp_001618;Parent=gene-pgaptmp_001618;Name=extdb:pgaptmp_001618;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299251.1;locus_tag=pgaptmp_001618;partial=true;product=IS110 family transposase;protein_id=extdb:pgaptmp_001618;start_range=.,138772;transl_table=11	IS110 family transposase	742741.HMPREF9475_04177	8.9E-42	147	COG3547@1|root,COG3547@2|Bacteria,1TQP6@1239|Firmicutes,248VD@186801|Clostridia,21ZH2@1506553|Lachnoclostridium	186801|Clostridia	L	transposase IS116 IS110 IS902 family													DEDD_Tnp_IS110,Transposase_20						K07486	K07486; transposase
pgaptmp_001619	Protein Homology	CDS	139783	140934		+	0	ID=cds-pgaptmp_001619;Parent=gene-pgaptmp_001619;Name=extdb:pgaptmp_001619;Ontology_term=GO:0004471,GO:0004473,GO:0046872,GO:0051287;gbkey=CDS;go_function=malate dehydrogenase (decarboxylating) (NAD+) activity|0004471||IEA,malate dehydrogenase (decarboxylating) (NADP+) activity|0004473||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507764.1;locus_tag=pgaptmp_001619;product=NAD(P)-dependent malic enzyme;protein_id=extdb:pgaptmp_001619;transl_table=11	NAD(P)-dependent malic enzyme	742741.HMPREF9475_01565	1.73E-270	741	COG0281@1|root,COG0281@2|Bacteria,1TPJ3@1239|Firmicutes,2487U@186801|Clostridia,21YW4@1506553|Lachnoclostridium	186801|Clostridia	C	Psort location Cytoplasmic, score 8.87	maeB		1.1.1.38	ko:K00027	ko00620,ko01200,ko02020,map00620,map01200,map02020		R00214	RC00105	ko00000,ko00001,ko01000				Malic_M,malic						K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
pgaptmp_001620	Protein Homology	CDS	141030	141572		+	0	ID=cds-pgaptmp_001620;Parent=gene-pgaptmp_001620;Name=extdb:pgaptmp_001620;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298535.1;locus_tag=pgaptmp_001620;product=DUF4364 family protein;protein_id=extdb:pgaptmp_001620;transl_table=11	DUF4364 family protein	742741.HMPREF9475_01566	3.15E-126	359	COG3432@1|root,COG3432@2|Bacteria,1V75P@1239|Firmicutes,24JAZ@186801|Clostridia,21YI8@1506553|Lachnoclostridium	186801|Clostridia	K	Domain of unknown function (DUF4364)													DUF4364							
pgaptmp_001621	GeneMarkS-2+	CDS	141655	141927		+	0	ID=cds-pgaptmp_001621;Parent=gene-pgaptmp_001621;Name=extdb:pgaptmp_001621;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_001621;product=hypothetical protein;protein_id=extdb:pgaptmp_001621;transl_table=11	hypothetical protein																											
pgaptmp_001622	Protein Homology	CDS	141932	142948		+	0	ID=cds-pgaptmp_001622;Parent=gene-pgaptmp_001622;Name=extdb:pgaptmp_001622;Ontology_term=GO:0016747;gbkey=CDS;go_function=acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507768.1;locus_tag=pgaptmp_001622;product=acyltransferase family protein;protein_id=extdb:pgaptmp_001622;transl_table=11	acyltransferase family protein	742741.HMPREF9475_01568	1.85E-240	661	COG3594@1|root,COG3594@2|Bacteria,1TPGY@1239|Firmicutes,24IKC@186801|Clostridia,221HI@1506553|Lachnoclostridium	186801|Clostridia	G	Acyltransferase family													Acyl_transf_3							
pgaptmp_001623	Protein Homology	CDS	143020	143877		-	0	ID=cds-pgaptmp_001623;Parent=gene-pgaptmp_001623;Name=extdb:pgaptmp_001623;Ontology_term=GO:0006352,GO:0003677,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription initiation|0006352||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507770.1;locus_tag=pgaptmp_001623;product=RNA polymerase sigma factor;protein_id=extdb:pgaptmp_001623;transl_table=11	RNA polymerase sigma factor	742741.HMPREF9475_01569	7.5E-202	559	COG1595@1|root,COG1595@2|Bacteria,1TSCX@1239|Firmicutes,24CVD@186801|Clostridia,21ZG0@1506553|Lachnoclostridium	186801|Clostridia	K	Sigma-70 region 2													Sigma70_r2,Sigma70_r4_2							
pgaptmp_001624	Protein Homology	CDS	143953	144540		-	0	ID=cds-pgaptmp_001624;Parent=gene-pgaptmp_001624;Name=extdb:pgaptmp_001624;Ontology_term=GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737;gbkey=CDS;gene=yihA;go_component=cytoplasm|0005737||IEA;go_function=GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA;go_process=ribosome biogenesis|0042254||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003507776.1;locus_tag=pgaptmp_001624;product=ribosome biogenesis GTP-binding protein YihA/YsxC;protein_id=extdb:pgaptmp_001624;transl_table=11	ribosome biogenesis GTP-binding protein YihA/YsxC	742741.HMPREF9475_01570	5.14E-137	387	COG0218@1|root,COG0218@2|Bacteria,1TSPW@1239|Firmicutes,24836@186801|Clostridia,21XXI@1506553|Lachnoclostridium	186801|Clostridia	D	Necessary for normal cell division and for the maintenance of normal septation	engB			ko:K03978					ko00000,ko03036				MMR_HSR1						K03978	engB; GTP-binding protein
pgaptmp_001625	Protein Homology	CDS	144537	146987		-	0	ID=cds-pgaptmp_001625;Parent=gene-pgaptmp_001625;Name=extdb:pgaptmp_001625;Ontology_term=GO:0006508,GO:0004252,GO:0005524,GO:0016887;gbkey=CDS;gene=lon;go_function=serine-type endopeptidase activity|0004252||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009298531.1;locus_tag=pgaptmp_001625;product=endopeptidase La;protein_id=extdb:pgaptmp_001625;transl_table=11	endopeptidase La	742741.HMPREF9475_01571	0	1544	COG0466@1|root,COG0466@2|Bacteria,1TNYG@1239|Firmicutes,247SH@186801|Clostridia,21YCY@1506553|Lachnoclostridium	186801|Clostridia	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	lon		3.4.21.53	ko:K01338	ko04112,map04112				ko00000,ko00001,ko01000,ko01002				AAA,LON_substr_bdg,Lon_C						K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]
pgaptmp_001626	Protein Homology	CDS	147125	148426		-	0	ID=cds-pgaptmp_001626;Parent=gene-pgaptmp_001626;Name=extdb:pgaptmp_001626;Ontology_term=GO:0005524,GO:0008270,GO:0016887,GO:0046983;gbkey=CDS;gene=clpX;go_function=ATP binding|0005524||IEA,zinc ion binding|0008270||IEA,ATP hydrolysis activity|0016887||IEA,protein dimerization activity|0046983||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002583712.1;locus_tag=pgaptmp_001626;product=ATP-dependent Clp protease ATP-binding subunit ClpX;protein_id=extdb:pgaptmp_001626;transl_table=11	ATP-dependent Clp protease ATP-binding subunit ClpX	742741.HMPREF9475_01572	8.63E-305	844	COG1219@1|root,COG1219@2|Bacteria,1TQ00@1239|Firmicutes,2481T@186801|Clostridia,21YSC@1506553|Lachnoclostridium	186801|Clostridia	O	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	clpX			ko:K03544	ko04112,map04112				ko00000,ko00001,ko03110				AAA_2,ClpB_D2-small,zf-C4_ClpX						K03544	clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX
pgaptmp_001627	Protein Homology	CDS	148449	149030		-	0	ID=cds-pgaptmp_001627;Parent=gene-pgaptmp_001627;Name=extdb:pgaptmp_001627;Ontology_term=GO:0006508,GO:0004176,GO:0004252,GO:0009368;gbkey=CDS;gene=clpP;go_component=endopeptidase Clp complex|0009368||IEA;go_function=ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002591634.1;locus_tag=pgaptmp_001627;product=ATP-dependent Clp endopeptidase proteolytic subunit ClpP;protein_id=extdb:pgaptmp_001627;transl_table=11	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	742741.HMPREF9475_01573	3.34E-132	375	COG0740@1|root,COG0740@2|Bacteria,1TQ91@1239|Firmicutes,247QY@186801|Clostridia,21YKG@1506553|Lachnoclostridium	186801|Clostridia	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP		3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212				ko00000,ko00001,ko01000,ko01002				CLP_protease						K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
pgaptmp_001628	Protein Homology	CDS	149216	150502		-	0	ID=cds-pgaptmp_001628;Parent=gene-pgaptmp_001628;Name=extdb:pgaptmp_001628;Ontology_term=GO:0015031,GO:0051083,GO:0003755,GO:0051082,GO:0005854;gbkey=CDS;gene=tig;go_component=nascent polypeptide-associated complex|0005854||IEA;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,unfolded protein binding|0051082||IEA;go_process=protein transport|0015031||IEA,'de novo' cotranslational protein folding|0051083||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002595547.1;locus_tag=pgaptmp_001628;product=trigger factor;protein_id=extdb:pgaptmp_001628;transl_table=11	trigger factor	742741.HMPREF9475_01574	2.91E-294	805	COG0544@1|root,COG0544@2|Bacteria,1TQQ8@1239|Firmicutes,248C3@186801|Clostridia,21Y3E@1506553|Lachnoclostridium	186801|Clostridia	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464		ko:K03545					ko00000				FKBP_C,Trigger_C,Trigger_N						K03545	tig; trigger factor
