locus_tag	seqid_pgap	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_002187	contig66_(reversed)	Protein Homology	CDS	2824	3411		-	0	ID=cds-pgaptmp_002187;Parent=gene-pgaptmp_002187;Name=extdb:pgaptmp_002187;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388214.1;locus_tag=pgaptmp_002187;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=extdb:pgaptmp_002187;transl_table=11	MarR family winged helix-turn-helix transcriptional regulator	543734.LCABL_23120	9.96E-135	382	COG1846@1|root,COG1846@2|Bacteria,1VF51@1239|Firmicutes,4HM7R@91061|Bacilli,3F725@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulator, MarR family													MarR,MarR_2							
pgaptmp_002188	contig66_(reversed)	Protein Homology	CDS	3513	5288		-	0	ID=cds-pgaptmp_002188;Parent=gene-pgaptmp_002188;Name=extdb:pgaptmp_002188;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388760.1;locus_tag=pgaptmp_002188;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_002188;transl_table=11	ABC transporter ATP-binding protein	543734.LCABL_23130	0	1112	COG1132@1|root,COG1132@2|Bacteria,1TSY4@1239|Firmicutes,4HAJQ@91061|Bacilli,3FC4S@33958|Lactobacillaceae	91061|Bacilli	V	ABC transporter	lmrA	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702	3.6.3.44	ko:K02021,ko:K18104	ko01501,ko02010,map01501,map02010	M00700			ko00000,ko00001,ko00002,ko01000,ko01504,ko02000	3.A.1.106,3.A.1.110,3.A.1.112,3.A.1.113,3.A.1.117,3.A.1.123,3.A.1.21			ABC_membrane,ABC_tran	ll11825	ABC	membrane	multidrug	3.A.1	K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]
pgaptmp_002189	contig66_(reversed)	Protein Homology	CDS	5458	5916		-	0	ID=cds-pgaptmp_002189;Parent=gene-pgaptmp_002189;Name=extdb:pgaptmp_002189;Ontology_term=GO:0009132,GO:0016817,GO:0046872;gbkey=CDS;go_function=hydrolase activity%2C acting on acid anhydrides|0016817||IEA,metal ion binding|0046872||IEA;go_process=nucleoside diphosphate metabolic process|0009132||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003591452.1;locus_tag=pgaptmp_002189;product=NUDIX hydrolase;protein_id=extdb:pgaptmp_002189;transl_table=11	NUDIX hydrolase	543734.LCABL_23140	2.21E-104	301	COG1051@1|root,COG1051@2|Bacteria,1U7WX@1239|Firmicutes,4HHQT@91061|Bacilli,3F4BS@33958|Lactobacillaceae	91061|Bacilli	F	NUDIX domain													NUDIX							
pgaptmp_002190	contig66_(reversed)	Protein Homology	CDS	6166	6855		-	0	ID=cds-pgaptmp_002190;Parent=gene-pgaptmp_002190;Name=extdb:pgaptmp_002190;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566791.1;locus_tag=pgaptmp_002190;product=2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase;protein_id=extdb:pgaptmp_002190;transl_table=11	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase	543734.LCABL_23150	6.65E-168	468	COG0588@1|root,COG0588@2|Bacteria,1TQFP@1239|Firmicutes,4HAW7@91061|Bacilli,3F3SK@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	gpmA	GO:0001871,GO:0003674,GO:0003824,GO:0004619,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009986,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030246,GO:0030247,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031,GO:2001065	5.4.2.11	ko:K01834	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147				His_Phos_1						K01834	PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
pgaptmp_002191	contig66_(reversed)	Protein Homology	CDS	7089	7295		+	0	ID=cds-pgaptmp_002191;Parent=gene-pgaptmp_002191;Name=extdb:pgaptmp_002191;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566793.1;locus_tag=pgaptmp_002191;product=hypothetical protein;protein_id=extdb:pgaptmp_002191;transl_table=11	hypothetical protein	568703.LGG_02139	1.65E-30	108	2AWRG@1|root,31NNE@2|Bacteria,1U7XJ@1239|Firmicutes,4IHUY@91061|Bacilli,3FAAP@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_002192	contig66_(reversed)	Protein Homology	CDS	7388	8458		+	0	ID=cds-pgaptmp_002192;Parent=gene-pgaptmp_002192;Name=extdb:pgaptmp_002192;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019899089.1;locus_tag=pgaptmp_002192;product=DUF6574 domain-containing protein;protein_id=extdb:pgaptmp_002192;transl_table=11	DUF6574 domain-containing protein	543734.LCABL_23170	7.36E-208	580	COG4640@1|root,COG4640@2|Bacteria,1VIMB@1239|Firmicutes,4HP7R@91061|Bacilli,3F7Z9@33958|Lactobacillaceae	91061|Bacilli	S	zinc-ribbon domain													zf-ribbon_3,zinc_ribbon_2							
pgaptmp_002193	contig66_(reversed)	Protein Homology	CDS	8565	9659		-	0	ID=cds-pgaptmp_002193;Parent=gene-pgaptmp_002193;Name=extdb:pgaptmp_002193;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016385815.1;locus_tag=pgaptmp_002193;product=serine hydrolase domain-containing protein;protein_id=extdb:pgaptmp_002193;transl_table=11	serine hydrolase domain-containing protein	543734.LCABL_23180	6.63E-259	710	COG1680@1|root,COG1680@2|Bacteria,1V4BS@1239|Firmicutes,4HJRT@91061|Bacilli,3F3QN@33958|Lactobacillaceae	91061|Bacilli	V	Beta-lactamase	pbpX												Beta-lactamase,SLH							
pgaptmp_002194	contig66_(reversed)	Protein Homology	CDS	9652	10725		-	0	ID=cds-pgaptmp_002194;Parent=gene-pgaptmp_002194;Name=extdb:pgaptmp_002194;Ontology_term=GO:0055085,GO:1905887,GO:0015562;gbkey=CDS;go_function=efflux transmembrane transporter activity|0015562||IEA;go_process=transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003606968.1;locus_tag=pgaptmp_002194;product=AI-2E family transporter;protein_id=extdb:pgaptmp_002194;transl_table=11	AI-2E family transporter	543734.LCABL_23190	1.63E-239	660	COG0628@1|root,COG0628@2|Bacteria,1TSBK@1239|Firmicutes,4HBYJ@91061|Bacilli,3F46E@33958|Lactobacillaceae	91061|Bacilli	K	AI-2E family transporter	ydbI	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944											AI-2E_transport	ll11825	AI-2E		Autoinducer-2 export	2.A.86		
pgaptmp_002195	contig66_(reversed)	Protein Homology	CDS	10810	11511		-	0	ID=cds-pgaptmp_002195;Parent=gene-pgaptmp_002195;Name=extdb:pgaptmp_002195;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566834.1;locus_tag=pgaptmp_002195;product=class A sortase;protein_id=extdb:pgaptmp_002195;transl_table=11	class A sortase	543734.LCABL_23200	3.69E-167	467	COG3764@1|root,COG3764@2|Bacteria,1V4ZG@1239|Firmicutes,4HMUE@91061|Bacilli,3FBG7@33958|Lactobacillaceae	91061|Bacilli	M	Sortase family	srtA		3.4.22.70	ko:K07284					ko00000,ko01000,ko01002,ko01011				Sortase						K07284	srtA; sortase A [EC:3.4.22.70]
pgaptmp_002196	contig66_(reversed)	Protein Homology	CDS	11954	12364		+	0	ID=cds-pgaptmp_002196;Parent=gene-pgaptmp_002196;Name=extdb:pgaptmp_002196;Ontology_term=GO:0000271,GO:0005886,GO:0016020;gbkey=CDS;go_component=plasma membrane|0005886||IEA,membrane|0016020||IEA;go_process=polysaccharide biosynthetic process|0000271||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003585398.1;locus_tag=pgaptmp_002196;product=GtrA family protein;protein_id=extdb:pgaptmp_002196;transl_table=11	GtrA family protein	543734.LCABL_23210	1.16E-84	250	COG2246@1|root,COG2246@2|Bacteria,1VESW@1239|Firmicutes,4HNK7@91061|Bacilli,3F4GH@33958|Lactobacillaceae	91061|Bacilli	S	Teichoic acid glycosylation protein	gtcA2												GtrA							
pgaptmp_002197	contig66_(reversed)	Protein Homology	CDS	12418	13350		-	0	ID=cds-pgaptmp_002197;Parent=gene-pgaptmp_002197;Name=extdb:pgaptmp_002197;Ontology_term=GO:0008654,GO:0016310,GO:0001727,GO:0005524;gbkey=CDS;go_function=lipid kinase activity|0001727||IEA,ATP binding|0005524||IEA;go_process=phospholipid biosynthetic process|0008654||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016384568.1;locus_tag=pgaptmp_002197;product=diacylglycerol/lipid kinase family protein;protein_id=extdb:pgaptmp_002197;transl_table=11	diacylglycerol/lipid kinase family protein	543734.LCABL_23220	5.83E-223	614	COG1597@1|root,COG1597@2|Bacteria,1TQJH@1239|Firmicutes,4HJ8D@91061|Bacilli,3F5ND@33958|Lactobacillaceae	91061|Bacilli	I	Diacylglycerol kinase catalytic domain													DAGK_cat							
pgaptmp_002198	contig66_(reversed)	Protein Homology	CDS	13562	15322		-	0	ID=cds-pgaptmp_002198;Parent=gene-pgaptmp_002198;Name=extdb:pgaptmp_002198;Ontology_term=GO:0047112;gbkey=CDS;gene=spxB;go_function=pyruvate oxidase activity|0047112||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016384567.1;locus_tag=pgaptmp_002198;product=pyruvate oxidase;protein_id=extdb:pgaptmp_002198;transl_table=11	pyruvate oxidase	543734.LCABL_23230	0	1145	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,4HBUS@91061|Bacilli,3F3R9@33958|Lactobacillaceae	91061|Bacilli	EH	Belongs to the TPP enzyme family			1.2.3.3	ko:K00158	ko00620,ko01100,map00620,map01100		R00207	RC02745	ko00000,ko00001,ko01000				TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N						K00158	spxB, poxL; pyruvate oxidase [EC:1.2.3.3]
pgaptmp_002199	contig66_(reversed)	Protein Homology	CDS	15886	16788		-	0	ID=cds-pgaptmp_002199;Parent=gene-pgaptmp_002199;Name=extdb:pgaptmp_002199;Ontology_term=GO:0055085,GO:0022857,GO:0043190;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005692615.1;locus_tag=pgaptmp_002199;product=glycine betaine ABC transporter substrate-binding protein;protein_id=extdb:pgaptmp_002199;transl_table=11	glycine betaine ABC transporter substrate-binding protein	543734.LCABL_23250	3.36E-214	591	COG2113@1|root,COG2113@2|Bacteria,1TP82@1239|Firmicutes,4H9MM@91061|Bacilli,3F4B3@33958|Lactobacillaceae	91061|Bacilli	E	glycine betaine	gbuC			ko:K02001,ko:K02002	ko02010,map02010	M00208			ko00000,ko00001,ko00002,ko02000	3.A.1.12			BPD_transp_1,OpuAC	ll11825	ABC	binding	glycine betaine	3.A.1	K02002	proX; glycine betaine/proline transport system substrate-binding protein
pgaptmp_002200	contig66_(reversed)	Protein Homology	CDS	16800	17651		-	0	ID=cds-pgaptmp_002200;Parent=gene-pgaptmp_002200;Name=extdb:pgaptmp_002200;Ontology_term=GO:0042626,GO:0140359,GO:0016020,GO:0043190;gbkey=CDS;go_component=membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019885844.1;locus_tag=pgaptmp_002200;product=ABC transporter permease;protein_id=extdb:pgaptmp_002200;transl_table=11	ABC transporter permease	543734.LCABL_23260	1.01E-189	528	COG4176@1|root,COG4176@2|Bacteria,1UHRI@1239|Firmicutes,4IS7D@91061|Bacilli,3F4W7@33958|Lactobacillaceae	91061|Bacilli	E	glycine betaine	gbuB			ko:K02001	ko02010,map02010	M00208			ko00000,ko00001,ko00002,ko02000	3.A.1.12			BPD_transp_1	ll11825	ABC	membrane	glycine betaine/L-proline	3.A.1	K02001	proW; glycine betaine/proline transport system permease protein
pgaptmp_002201	contig66_(reversed)	Protein Homology	CDS	17644	18867		-	0	ID=cds-pgaptmp_002201;Parent=gene-pgaptmp_002201;Name=extdb:pgaptmp_002201;Ontology_term=GO:0015697,GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=quaternary ammonium group transport|0015697||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019885855.1;locus_tag=pgaptmp_002201;product=quaternary amine ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_002201;transl_table=11	quaternary amine ABC transporter ATP-binding protein	543734.LCABL_23270	8.43E-281	769	COG4175@1|root,COG4175@2|Bacteria,1UHNE@1239|Firmicutes,4HA9P@91061|Bacilli,3FC38@33958|Lactobacillaceae	91061|Bacilli	E	glycine betaine	gbuA		3.6.3.32	ko:K02000	ko02010,map02010	M00208			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.12			ABC_tran,CBS	ll11825	ABC	binding	glycine betaine	3.A.1	K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
pgaptmp_002202	contig66_(reversed)	Protein Homology	CDS	19136	19867		-	0	ID=cds-pgaptmp_002202;Parent=gene-pgaptmp_002202;Name=extdb:pgaptmp_002202;Ontology_term=GO:0003677;gbkey=CDS;gene=sfsA;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003603057.1;locus_tag=pgaptmp_002202;product=DNA/RNA nuclease SfsA;protein_id=extdb:pgaptmp_002202;transl_table=11	DNA/RNA nuclease SfsA	543734.LCABL_23280	4.86E-177	493	COG1489@1|root,COG1489@2|Bacteria,1V1GZ@1239|Firmicutes,4HCPN@91061|Bacilli,3F4KV@33958|Lactobacillaceae	91061|Bacilli	S	Belongs to the SfsA family	sfsA			ko:K06206					ko00000				SfsA						K06206	sfsA; sugar fermentation stimulation protein A
pgaptmp_002203	contig66_(reversed)	Protein Homology	CDS	19974	20435		-	0	ID=cds-pgaptmp_002203;Parent=gene-pgaptmp_002203;Name=extdb:pgaptmp_002203;Ontology_term=GO:0042802;gbkey=CDS;go_function=identical protein binding|0042802||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566853.1;locus_tag=pgaptmp_002203;product=universal stress protein;protein_id=extdb:pgaptmp_002203;transl_table=11	universal stress protein	543734.LCABL_23290	5.25E-96	280	COG0589@1|root,COG0589@2|Bacteria,1U62R@1239|Firmicutes,4IFRW@91061|Bacilli,3F6W5@33958|Lactobacillaceae	91061|Bacilli	T	Universal stress protein family	usp1												Usp							
pgaptmp_002204	contig66_(reversed)	Protein Homology	CDS	20484	21743		-	0	ID=cds-pgaptmp_002204;Parent=gene-pgaptmp_002204;Name=extdb:pgaptmp_002204;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016379172.1;locus_tag=pgaptmp_002204;product=carboxylate--amine ligase;protein_id=extdb:pgaptmp_002204;transl_table=11	carboxylate--amine ligase	543734.LCABL_23300	9.92E-305	861	COG3919@1|root,COG3919@2|Bacteria,1TQPN@1239|Firmicutes,4HAB0@91061|Bacilli,3F3S7@33958|Lactobacillaceae	91061|Bacilli	S	ATP-grasp enzyme	yxbA		6.3.1.12	ko:K17810					ko00000,ko01000				CPSase_L_D2,Dala_Dala_lig_C						K17810	asl; D-aspartate ligase [EC:6.3.1.12]
pgaptmp_002205	contig66_(reversed)	Protein Homology	CDS	22028	22909		-	0	ID=cds-pgaptmp_002205;Parent=gene-pgaptmp_002205;Name=extdb:pgaptmp_002205;Ontology_term=GO:0009088,GO:0004413,GO:0005524;gbkey=CDS;gene=thrB;go_function=homoserine kinase activity|0004413||IEA,ATP binding|0005524||IEA;go_process=threonine biosynthetic process|0009088||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019898627.1;locus_tag=pgaptmp_002205;product=homoserine kinase;protein_id=extdb:pgaptmp_002205;transl_table=11	homoserine kinase	543734.LCABL_23310	1.05E-193	539	COG0083@1|root,COG0083@2|Bacteria,1TRWS@1239|Firmicutes,4HCQN@91061|Bacilli,3F44T@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB		2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000				GHMP_kinases_C,GHMP_kinases_N						K00872	thrB; homoserine kinase [EC:2.7.1.39]
pgaptmp_002206	contig66_(reversed)	Protein Homology	CDS	22875	24389		-	0	ID=cds-pgaptmp_002206;Parent=gene-pgaptmp_002206;Name=extdb:pgaptmp_002206;Ontology_term=GO:0009088,GO:0004795;gbkey=CDS;gene=thrC;go_function=threonine synthase activity|0004795||IEA;go_process=threonine biosynthetic process|0009088||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003606973.1;locus_tag=pgaptmp_002206;product=threonine synthase;protein_id=extdb:pgaptmp_002206;transl_table=11	threonine synthase	543734.LCABL_23320	0	979	COG0498@1|root,COG0498@2|Bacteria,1TPR0@1239|Firmicutes,4H9R7@91061|Bacilli,3F3UF@33958|Lactobacillaceae	91061|Bacilli	E	Threonine synthase	thrC		4.2.3.1	ko:K01733	ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230	M00018	R01466,R05086	RC00017,RC00526	ko00000,ko00001,ko00002,ko01000				PALP,Thr_synth_N						K01733	thrC; threonine synthase [EC:4.2.3.1]
pgaptmp_002207	contig66_(reversed)	Protein Homology	CDS	24498	25697		+	0	ID=cds-pgaptmp_002207;Parent=gene-pgaptmp_002207;Name=extdb:pgaptmp_002207;Ontology_term=GO:0006520,GO:0004412,GO:0050661;gbkey=CDS;go_function=homoserine dehydrogenase activity|0004412||IEA,NADP binding|0050661||IEA;go_process=amino acid metabolic process|0006520||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003576063.1;locus_tag=pgaptmp_002207;product=homoserine dehydrogenase;protein_id=extdb:pgaptmp_002207;transl_table=11	homoserine dehydrogenase	543734.LCABL_23330	5.35E-289	789	COG0460@1|root,COG0460@2|Bacteria,1TQ2H@1239|Firmicutes,4HBAP@91061|Bacilli,3F5BM@33958|Lactobacillaceae	91061|Bacilli	E	homoserine dehydrogenase	hom		1.1.1.3	ko:K00003	ko00260,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00017,M00018	R01773,R01775	RC00087	ko00000,ko00001,ko00002,ko01000			iSB619.SA_RS06610	ACT,Homoserine_dh,NAD_binding_3						K00003	hom; homoserine dehydrogenase [EC:1.1.1.3]
pgaptmp_002208	contig66_(reversed)	Protein Homology	CDS	25694	27040		+	0	ID=cds-pgaptmp_002208;Parent=gene-pgaptmp_002208;Name=extdb:pgaptmp_002208;Ontology_term=GO:0009089,GO:0004072;gbkey=CDS;go_function=aspartate kinase activity|0004072||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003585408.1;locus_tag=pgaptmp_002208;product=aspartate kinase;protein_id=extdb:pgaptmp_002208;transl_table=11	aspartate kinase	543734.LCABL_23340	0	868	COG0527@1|root,COG0527@2|Bacteria,1TPQJ@1239|Firmicutes,4HAEP@91061|Bacilli,3F48V@33958|Lactobacillaceae	91061|Bacilli	E	Belongs to the aspartokinase family			2.7.2.4	ko:K00928	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R00480	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000				AA_kinase,ACT,ACT_7						K00928	lysC; aspartate kinase [EC:2.7.2.4]
pgaptmp_002670	contig80	Protein Homology	CDS	199	1716		-	0	ID=cds-pgaptmp_002670;Parent=gene-pgaptmp_002670;Name=extdb:pgaptmp_002670;Ontology_term=GO:0016020,GO:0016600;gbkey=CDS;go_component=membrane|0016020||IEA,flotillin complex|0016600||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003566866.1;locus_tag=pgaptmp_002670;product=flotillin family protein;protein_id=extdb:pgaptmp_002670;transl_table=11	flotillin family protein	543734.LCABL_23350	1.18E-265	739	COG2268@1|root,COG2268@2|Bacteria,1TQDT@1239|Firmicutes,4HA0C@91061|Bacilli,3F5TM@33958|Lactobacillaceae	91061|Bacilli	S	SPFH domain / Band 7 family	floL			ko:K07192	ko04910,map04910				ko00000,ko00001,ko03036,ko04131,ko04147				Band_7,Flot						K07192	FLOT, floT; flotillin
