"id","Category","Locus","Gene Name","Aliases","Assigned Function","deseq2_log2_FC","Avg. Expression","lfc SE","wald stat","p-value","deseq2_q_value","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ000969","Uncategorized;","NODE_5_length_182317_cov_42.075646","pepN","pepN, pgaptmp_001123, extdb:pgaptmp_001123","Membrane alanine aminopeptidase (EC 3.4.11.2)",-1.12,16300,0.118,-9.5,2.00E-21,1.15E-20,"Membrane alanine aminopeptidase (EC 3.4.11.2)","aminopeptidase N (EC 3.4.11.2)","negative",2622,874,-0.304805491990846,97618.6666000008,4.76324462890625,"pepN","K01256 - pepN - aminopeptidase N [EC:3.4.11.2] [3.4.11.2]","(E) Amino Acid metabolis and transport","Glutathione metabolism; Metabolic pathways","E","552531.BIF_00521",0,1753,"Peptidase family M1 domain","pepN","-","3.4.11.2","ko:K01256,ko:K08776","ko00480,ko01100,map00480,map01100","-","R00899,R04951","RC00096,RC00141","ko00000,ko00001,ko01000,ko01002","-","-","-","ERAP1_C,Peptidase_M1","NA","NA","NA"
"RVCYZ000971","metabolic process;cellular process;","NODE_5_length_182317_cov_42.075646","dapA","dapA, pgaptmp_001125, extdb:pgaptmp_001125","Dihydrodipicolinate synthase (EC 4.2.1.52)",-1.01,3990,0.12,-8.45,2.88E-17,1.28E-16,"Dihydrodipicolinate synthase (EC 4.2.1.52)","4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)","negative",909,303,0.042574257425743,32203.582,5.04107666015625,"dapA","K01714 - dapA - 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [4.3.3.7]","(E) Amino Acid metabolis and transport","Monobactam biosynthesis; Lysine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Biosynthesis of amino acids","E","552531.BIF_00297",2.45E-216,597,"Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)","dapA","-","4.3.3.7","ko:K01714","ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00526,M00527","R10147","RC03062,RC03063","ko00000,ko00001,ko00002,ko01000","-","-","-","DHDPS","NA","NA","NA"
"RVCYZ000984","metabolic process;cellular process;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001138, extdb:pgaptmp_001138","DNA-directed RNA polymerase beta' chain (EC 2.7.7.6)",-1.1,33800,0.126,-8.73,2.59E-18,1.24E-17,"DNA-directed RNA polymerase beta' chain (EC 2.7.7.6)","DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6)","negative",4035,1345,-0.39434944237918,149413.9806,5.23260498046875,"None","K03046 - rpoC - DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] [2.7.7.6]","(K) Transcription","Purine metabolism; Pyrimidine metabolism; Metabolic pathways; RNA polymerase","K","552531.BIF_00211",0,2604,"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","rpoC","GO:0000428,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0030880,GO:0032991,GO:0040007,GO:0044424,GO:0044464,GO:0061695,GO:0071944,GO:1902494,GO:1990234","2.7.7.6","ko:K03046","ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020","M00183","R00435,R00441,R00442,R00443","RC02795","br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400","-","-","-","RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5","NA","NA","NA"
"RVCYZ001001","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001155, extdb:pgaptmp_001155","Hypothetical protein",-1.58,3030,0.14,-11.3,1.81E-29,1.49E-28,"Hypothetical protein","TM2 domain-containing protein","negative",462,154,-0.332467532467533,16704.2539,5.06842041015625,"None","NA","(J) Translation","-","J","552531.BIF_01866",5.69E-105,303,"TM2 domain","-","-","-","-","-","-","-","-","-","-","-","-","TM2","NA","NA","NA"
"RVCYZ001002","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001156, extdb:pgaptmp_001156","NA",-1.65,1030,0.206,-8,1.23E-15,4.96E-15,"NA","hypothetical protein","negative",132,44,-0.506818181818182,4909.3359,4.56036376953125,"None","NA","NA","-","-","552531.BIF_02147",1.84E-28,101,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001010","metabolic process;cellular process;response to stimulus;localization;biological regulation;","NODE_5_length_182317_cov_42.075646","trxA","trxA, pgaptmp_001164, extdb:pgaptmp_001164","Thioredoxin",-2.87,12600,0.131,-21.9,1.03E-106,3.33E-104,"Thioredoxin","thioredoxin","positive",393,131,-0.03969465648855,14110.737,4.31695556640625,"trxA","K03671 - trxA - thioredoxin 1","(O) Post-translational modification, protein turnover, chaperone functions","Selenocompound metabolism; NOD-like receptor signaling pathway; Fluid shear stress and atherosclerosis","O","552531.BIF_01289",1.18E-86,255,"Belongs to the thioredoxin family","trxA","-","1.8.1.9","ko:K00384,ko:K03671","ko00450,ko04621,ko05418,map00450,map04621,map05418","-","R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000,ko03110","-","-","-","Thioredoxin","NA","NA","NA"
"RVCYZ001017","metabolic process;cellular process;","NODE_5_length_182317_cov_42.075646","rfbA","rfbA, pgaptmp_001171, extdb:pgaptmp_001171","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",-1.27,3150,0.123,-10.3,8.54E-25,5.66E-24,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)","glucose-1-phosphate thymidylyltransferase RfbA (EC 2.7.7.24)","negative",888,296,-0.182094594594595,32947.9937,4.99761962890625,"rfbA","K00973 - E2.7.7.24, rfbA, rffH - glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24] [2.7.7.24]","(H) Coenzyme metabolis","Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Acarbose and validamycin biosynthesis; NA","H","552531.BIF_01544",8.58E-218,600,"Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis","rfbA","GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576","2.7.7.24","ko:K00973","ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130","M00793","R02328","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","iNJ661.Rv0334","NTP_transferase","NA","NA","NA"
"RVCYZ001018","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001172, extdb:pgaptmp_001172","dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) / dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",-1.19,4490,0.114,-10.5,1.26E-25,8.73E-25,"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) / dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)","sugar nucleotide-binding protein","negative",1449,483,-0.387577639751553,53589.2124000001,4.77728271484375,"None","K00067 - rfbD, rmlD - dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133] [1.1.1.133]; K01790 - rfbC, rmlC - dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13] [5.1.3.13]","(M) Cell wall/membrane/envelop biogenesis","Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; NA","M","552531.BIF_01543",0,991,"Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose","rfbD","-","1.1.1.133,5.1.3.13","ko:K00067,ko:K01790","ko00521,ko00523,ko01130,map00521,map00523,map01130","M00793","R02777,R06514","RC00182,RC01531","ko00000,ko00001,ko00002,ko01000","-","-","-","RmlD_sub_bind,dTDP_sugar_isom","NA","NA","NA"
"RVCYZ001019","metabolic process;cellular process;","NODE_5_length_182317_cov_42.075646","rfbB","rfbB, pgaptmp_001173, extdb:pgaptmp_001173","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",-1.25,3220,0.0873,-14.3,3.06E-46,6.66E-45,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","negative",1017,339,-0.524188790560472,38446.3467000001,5.59796142578125,"rfbB","K01710 - E4.2.1.46, rfbB, rffG - dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] [4.2.1.46]","(M) Cell wall/membrane/envelop biogenesis","Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Acarbose and validamycin biosynthesis; Biosynthesis of vancomycin group antibiotics; NA","M","552531.BIF_01541",1.28E-263,720,"Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily","rfbB","GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005975,GO:0005976,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008460,GO:0009058,GO:0009059,GO:0009225,GO:0009226,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019305,GO:0019438,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044464,GO:0045226,GO:0046379,GO:0046383,GO:0046483,GO:0048037,GO:0050662,GO:0051287,GO:0055086,GO:0070404,GO:0071704,GO:0071944,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576","4.2.1.46","ko:K01710","ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130","M00793","R06513","RC00402","ko00000,ko00001,ko00002,ko01000","-","-","iNJ661.Rv3464","GDP_Man_Dehyd","NA","NA","NA"
"RVCYZ001020","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001174, extdb:pgaptmp_001174","alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)",-1.21,548,0.147,-8.24,1.70E-16,7.24E-16,"alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","glycosyltransferase (EC 2.4.-.-)","positive",963,321,-0.245482866043614,36721.4370000001,6.48687744140625,"None","K12997 - rgpB - rhamnosyltransferase [EC:2.4.1.-] [2.4.1.-]","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_01904",4.52E-237,651,"Glycosyl transferase family 2","-","-","-","-","-","-","-","-","-","-","-","-","Glycos_transf_2","NA","NA","NA"
"RVCYZ001031","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001185, extdb:pgaptmp_001185","UDP-galactopyranose mutase (EC 5.4.99.9)",-2.66,495,0.185,-14.3,1.21E-46,2.78E-45,"UDP-galactopyranose mutase (EC 5.4.99.9)","UDP-galactopyranose mutase","negative",1020,340,-0.476470588235294,39790.8578000001,8.61346435546875,"None","NA","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_02152",2.59E-257,704,"transferase activity, transferring glycosyl groups","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001040","metabolic process;cellular process;biological process involved in interspecies interaction between organisms;response to stimulus;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001194, extdb:pgaptmp_001194","UDP-glucuronate 4-epimerase (EC 5.1.3.6)",-1.18,1010,0.149,-7.93,2.14E-15,8.52E-15,"UDP-glucuronate 4-epimerase (EC 5.1.3.6)","NAD-dependent epimerase/dehydratase family protein","positive",1134,378,-0.374338624338625,42444.197,5.13494873046875,"None","K06213 - mgtE - magnesium transporter","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_01577",2.14E-282,770,"epimerase dehydratase","-","-","-","-","-","-","-","-","-","-","-","-","Epimerase,GDP_Man_Dehyd","NA","NA","NA"
"RVCYZ001042","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001196, extdb:pgaptmp_001196","beta-D-Glcp beta-1,4-glucuronosyltransferase (EC 2.4.1.-)",-1.45,274,0.179,-8.08,6.28E-16,2.58E-15,"beta-D-Glcp beta-1,4-glucuronosyltransferase (EC 2.4.1.-)","glycosyltransferase","positive",498,166,-0.366867469879518,19072.4733,5.36419677734375,"None","NA","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_01579",1.84E-119,341,"Glycosyltransferase family 28 C-terminal domain","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_tran_28_C","NA","NA","NA"
"RVCYZ001044","Uncategorized;","NODE_5_length_182317_cov_42.075646","null","pgaptmp_001198, extdb:pgaptmp_001198","dTDP-rhamnosyl transferase rfbF (EC 2.-.-.-)",-1.31,184,0.18,-7.31,2.58E-13,9.04E-13,"dTDP-rhamnosyl transferase rfbF (EC 2.-.-.-)","glycosyltransferase family 2 protein","positive",834,278,-0.253956834532374,31489.7157,8.58782958984375,"None","K12990 - rfbF, rhlC - rhamnosyltransferase [EC:2.4.1.-] [2.4.1.-]","(S) Function Unknown","Quorum sensing; Biofilm formation - Pseudomonas aeruginosa","S","552531.BIF_01875",5.53E-205,566,"Glycosyl transferase family 2","-","-","-","ko:K12990","ko02024,ko02025,map02024,map02025","-","-","-","ko00000,ko00001,ko01000,ko01003,ko01005","-","GT2","-","Glycos_transf_2","NA","NA","NA"
"RVCYZ001056","Uncategorized;","NODE_6_length_165740_cov_33.678570","null","pgaptmp_001209, extdb:pgaptmp_001209","Hypothetical protein",-1.97,624,0.193,-10.2,1.58E-24,1.03E-23,"Hypothetical protein","hypothetical protein","positive",249,83,-0.221686746987952,9555.8866,6.56658935546875,"None","NA","NA","-","-","552531.BIF_01820",3.99E-47,152,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001081","metabolic process;cellular process;biological regulation;","NODE_6_length_165740_cov_33.678570","rplT","rplT, pgaptmp_001234, extdb:pgaptmp_001234","LSU ribosomal protein L20P",-1.27,3750,0.168,-7.59,3.09E-14,1.15E-13,"LSU ribosomal protein L20P","50S ribosomal protein L20","negative",381,127,-0.783464566929135,14832.9312,10.9589233398438,"rplT","K02887 - RP-L20, MRPL20, rplT - large subunit ribosomal protein L20","(J) Translation","Ribosome","J","552531.BIF_00765",1.63E-82,244,"Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit","rplT","GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016020,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0071944,GO:1990904","-","ko:K02887","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L20","NA","NA","NA"
"RVCYZ001082","Uncategorized;","NODE_6_length_165740_cov_33.678570","rpmI","rpmI, pgaptmp_001235, extdb:pgaptmp_001235","LSU ribosomal protein L35P",-1.79,1070,0.134,-13.4,8.34E-41,1.33E-39,"LSU ribosomal protein L35P","50S ribosomal protein L35","negative",189,63,-0.834920634920635,6996.3437,11.9088745117188,"rpmI","K02916 - RP-L35, MRPL35, rpmI - large subunit ribosomal protein L35","(J) Translation","Ribosome","J","552531.BIF_01848",1.79E-34,118,"Ribosomal protein L35","rpmI","-","-","ko:K02916","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L35p","NA","NA","NA"
"RVCYZ001083","Uncategorized;","NODE_6_length_165740_cov_33.678570","infC","infC, pgaptmp_001236, extdb:pgaptmp_001236","Bacterial Protein Translation Initiation Factor 3 (IF-3)",-1.18,3350,0.114,-10.3,4.46E-25,3.00E-24,"Bacterial Protein Translation Initiation Factor 3 (IF-3)","translation initiation factor IF-3","negative",672,224,-0.739732142857142,25112.3237,9.56634521484375,"infC","K02520 - infC, MTIF3 - translation initiation factor IF-3","(J) Translation","-","J","552531.BIF_00766",2.25E-136,389,"IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins","infC","GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0040007,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008","-","ko:K02520","-","-","-","-","ko00000,ko03012,ko03029","-","-","-","IF3_C,IF3_N","NA","NA","NA"
"RVCYZ001085","metabolic process;cellular process;","NODE_6_length_165740_cov_33.678570","gap","gap, pgaptmp_001238, extdb:pgaptmp_001238","Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2.1.12)",-2.66,56200,0.151,-17.6,2.69E-69,2.06E-67,"Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2.1.12)","type I glyceraldehyde-3-phosphate dehydrogenase","positive",1056,352,-0.157670454545455,37896.1251000001,4.98724365234375,"gap","K00134 - GAPDH, gapA - glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [1.2.1.12]","(G) Carbohydrate metabolism and transport","Glycolysis / Gluconeogenesis; Carbon fixation in photosynthetic organisms; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; HIF-1 signaling pathway; Alzheimer disease","G","552531.BIF_00940",6.76E-255,699,"Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","gap","-","1.2.1.12","ko:K00134","ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552","R01061","RC00149","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147","-","-","-","Gp_dh_C,Gp_dh_N","NA","NA","NA"
"RVCYZ001088","metabolic process;cellular process;biological process involved in intraspecies interaction between organisms;","NODE_6_length_165740_cov_33.678570","null","pgaptmp_001241, extdb:pgaptmp_001241","Aldose 1-epimerase (EC 5.1.3.3)",-1.32,4560,0.0898,-14.7,3.51E-49,8.98E-48,"Aldose 1-epimerase (EC 5.1.3.3)","aldose 1-epimerase family protein","positive",990,330,-0.247878787878788,35982.4549,4.54852294921875,"None","K01785 - galM, GALM - aldose 1-epimerase [EC:5.1.3.3] [5.1.3.3]","(G) Carbohydrate metabolism and transport","Glycolysis / Gluconeogenesis; Galactose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA","G","552531.BIF_00899",3.12E-253,692,"Aldose 1-epimerase","-","-","5.1.3.3","ko:K01785","ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130","M00632","R01602,R10619","RC00563","ko00000,ko00001,ko00002,ko01000","-","-","-","Aldose_epim","NA","NA","NA"
"RVCYZ001090","Uncategorized;","NODE_6_length_165740_cov_33.678570","null","pgaptmp_001243, extdb:pgaptmp_001243","RNA polymerase ECF-type sigma factor",-1.27,1980,0.131,-9.71,2.86E-22,1.71E-21,"RNA polymerase ECF-type sigma factor","sigma-70 family RNA polymerase sigma factor","negative",750,250,-1.0008,28281.8729,6.06488037109375,"None","K03088 - rpoE - RNA polymerase sigma-70 factor, ECF subfamily","(K) Transcription","-","K","552531.BIF_01078",2.85E-169,476,"Belongs to the sigma-70 factor family. ECF subfamily","sigH","GO:0000988,GO:0000990,GO:0003674,GO:0005575,GO:0005618,GO:0005623,GO:0006355,GO:0006950,GO:0006979,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016987,GO:0019219,GO:0019222,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0043254,GO:0044087,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051409,GO:0051716,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2000142,GO:2001141","-","ko:K03088","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r2,Sigma70_r4_2","NA","NA","NA"
